date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:36:35	8996/8996	---M--	200	added ('OK')	image/png	etag:%22f499eeb2c81b5c4490aee5e117cb4f8b%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/610a9981a324f9842462aad5_6092f5d69ec5d95b4a7a8767_Lamasticards.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/610a9981a324f9842462aad5_6092f5d69ec5d95b4a7a8767_Lamasticards.png	(from https://www.avax.network/)
11:36:35	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:34%20GMT	https://www.avax.network/roadmap	C:/My%20Web%20Sites/Avalanche/www.avax.network/roadmap	(from https://www.avax.network/)
11:36:35	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:34%20GMT	https://www.avax.network/privacy-policy	C:/My%20Web%20Sites/Avalanche/www.avax.network/privacy-policy	(from https://www.avax.network/)
11:36:36	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6059b554e81c705f9dd2dd32	C:/My%20Web%20Sites/Avalanche/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c87551.js	(from https://www.avax.network/)
11:36:36	238425/238425	---M-Z	200	added ('OK')	text/javascript	etag:%229141e0647eda201651c0b31589173f34%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/js/avax-20210101.5a34e4191.js	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/js/avax-20210101.5a34e4191.js	(from https://www.avax.network/)
11:36:36	99840/99840	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2006%20Jul%202022%2010:36:36%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Avalanche/connect.facebook.net/en_US/fbevents.js	(from https://www.avax.network/)
11:36:37	7770/7770	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2013%20Apr%202022%2023:25:22%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	C:/My%20Web%20Sites/Avalanche/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://www.avax.network/)
11:36:38	0/0	---M--	499	error ('Request%20has%20been%20forbidden%20by%20antivirus')	text/javascript		http://static.ads-twitter.com/uwt.js	C:/My%20Web%20Sites/Avalanche/static.ads-twitter.com/uwt.1b.delayed	(from https://www.avax.network/)
11:36:38	138373/138373	---M--	200	added ('OK')	image/png	etag:%2222b5f71b2a966c020131751a888444cf%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6cb862598ab3_Crabada%20logo%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6cb862598ab3_Crabada%20logo@2x.png	(from https://www.avax.network/subnets)
11:36:38	32461/32461	---M--	200	added ('OK')	image/png	etag:%22a24b18b52969a10932d81d89c74ddd6c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6cbf1c598ab0_DFK%20Logo%20side%20by%20side%201%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6cbf1c598ab0_DFK%20Logo%20side%20by%20side%201@2x.png	(from https://www.avax.network/subnets)
11:36:39	313097/313097	---M--	200	added ('OK')	image/jpeg	etag:%22d4c8975e9fb651cfcac04d65ae829639%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c5220598ad0_s05.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c5220598ad0_s05.jpg	(from https://www.avax.network/subnets)
11:36:39	269622/269622	---M--	200	added ('OK')	image/jpeg	etag:%22c0423a3c071f05c92d14b4788e5ee20f%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c5eb4598ad3_s02.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c5eb4598ad3_s02.jpg	(from https://www.avax.network/subnets)
11:36:39	474040/474040	---M--	200	added ('OK')	image/jpeg	etag:%220b098662c6a6cab6e8bbe7b869660342%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c673f598adc_s01_b.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c673f598adc_s01_b.jpg	(from https://www.avax.network/subnets)
11:36:39	305093/305093	---M--	200	added ('OK')	image/jpeg	etag:%22ebbf68908308c3c06f287f89fd7f0b0f%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c0e71598ad6_s03.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c0e71598ad6_s03.jpg	(from https://www.avax.network/subnets)
11:36:39	40546/40546	---M--	200	added ('OK')	image/jpeg	etag:%22cee17f1f9e437890b2f9fa308d854913%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/628697cf51d9f66871b8b1a3_stani-kulechov.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/628697cf51d9f66871b8b1a3_stani-kulechov.jpg	(from https://www.avax.network/subnets)
11:36:40	50437/50437	---M--	200	added ('OK')	image/jpeg	etag:%22520de4858008bada6515f18d825dc967%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/628699042ccb13525d849110_saurabh-sharma.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/628699042ccb13525d849110_saurabh-sharma.jpg	(from https://www.avax.network/subnets)
11:36:40	59623/59623	---M--	200	added ('OK')	image/jpeg	etag:%2260f585ce9ef14c169e925468ed5545db%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/628699110cd95b7446bd9343_wes-cowan.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/628699110cd95b7446bd9343_wes-cowan.jpg	(from https://www.avax.network/subnets)
11:36:40	79118/79118	---M--	200	added ('OK')	image/jpeg	etag:%222669a9afb4e4e95f34ea2c33e04b5144%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6286991e3ec5c21340a54f25_carlos-domingo.jpg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6286991e3ec5c21340a54f25_carlos-domingo.jpg	(from https://www.avax.network/subnets)
11:36:40	11360/11360	---M--	200	added ('OK')	image/png	etag:%2227d01432acc12dd52321644ca9dd17be%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c34cc598aba_logo-securitize%201%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c34cc598aba_logo-securitize%201@2x.png	(from https://www.avax.network/subnets)
11:36:41	8326/8326	---M--	200	added ('OK')	image/png	etag:%22ebaa1604fe2be3475cf159347fafdf7a%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6cbeb3598abd_aave-logo-vector%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6cbeb3598abd_aave-logo-vector@2x.png	(from https://www.avax.network/subnets)
11:36:41	22199/22199	---M--	200	added ('OK')	image/png	etag:%22494fef0212a30c331bafc3fb3db83ea1%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c480a598abf_Golden%20Tree%20Asset%20Mgmt%20Logo%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c480a598abf_Golden%20Tree%20Asset%20Mgmt%20Logo@2x.png	(from https://www.avax.network/subnets)
11:36:41	14055/14055	---M--	200	added ('OK')	image/png	etag:%22a32a8da0ce4c32902df4c8ba2dd6e53a%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c2885598ac2_Wintermute%20Logo%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c2885598ac2_Wintermute%20Logo@2x.png	(from https://www.avax.network/subnets)
11:36:41	9886/9886	---M--	200	added ('OK')	image/png	etag:%22352f95c1ba9799a2878238e5fc51bb3d%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c30c3598ab7_JumpCrypto_logo_RGB%402x.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/627aec8fe1dd6c30c3598ab7_JumpCrypto_logo_RGB@2x.png	(from https://www.avax.network/subnets)
11:36:42	37771/37771	---M--	200	added ('OK')	image/png	etag:%2274798343d22232688064aefc3d611801%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/608a756560f19c57e8d76e38_GitHub.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/608a756560f19c57e8d76e38_GitHub.png	(from https://www.avax.network/developers)
11:36:43	93205/93205	---M--	200	added ('OK')	image/jpeg	etag:%2216d7f88198baacb1b814dcd2871c9796%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c39a03a470f752070d03_jeff-garzik.jpeg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c39a03a470f752070d03_jeff-garzik.jpg	(from https://www.avax.network/developers)
11:36:43	2566617/2566617	---M--	200	added ('OK')	image/jpeg	etag:%223cdf8862ce94d29bd17a83e29b4babc2%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c371bfd76db40f416690_Sergey%20Nazarov.jpeg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c371bfd76db40f416690_Sergey%20Nazarov.jpg	(from https://www.avax.network/developers)
11:36:43	36770/36770	---M--	200	added ('OK')	image/jpeg	etag:%22b6282cd9af717de12ee9f463d927fd8c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c3a989a40f3b53562581_Dmitry%20T.jpeg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c3a989a40f3b53562581_Dmitry%20T.jpg	(from https://www.avax.network/developers)
11:36:44	5534/5534	---M--	200	added ('OK')	image/png	etag:%228acd7f3036984b113912668d871bbd7c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bbe164bdeb7944372096_Binanace_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bbe164bdeb7944372096_Binanace_Link.png	(from https://www.avax.network/individuals)
11:36:44	282907/282907	---M--	200	added ('OK')	image/jpeg	etag:%228c075e86af1e535779997d5b4f482025%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c87fc76cc75d37b6fd94_Ganesh%20Swami.jpeg	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c87fc76cc75d37b6fd94_Ganesh%20Swami.jpg	(from https://www.avax.network/developers)
11:36:44	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:43%20GMT	https://www.avax.network/build	C:/My%20Web%20Sites/Avalanche/www.avax.network/build	(from https://www.avax.network/)
11:36:44	1800/1800	---M--	200	added ('OK')	image/png	etag:%22ad3fd4a0e7646ebb07074dfd00cb6ddf%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091aec8c2c1f1bcc948b6c9_FTX_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6091aec8c2c1f1bcc948b6c9_FTX_Link.png	(from https://www.avax.network/individuals)
11:36:44	2543/2543	---M--	200	added ('OK')	image/png	etag:%22e90dc605c0925e304d241dc6ae01b6f0%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091c1d882bcc2c074b368a9_Pangolin_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6091c1d882bcc2c074b368a9_Pangolin_Link.png	(from https://www.avax.network/individuals)
11:36:44	3787/3787	---M--	200	added ('OK')	image/png	etag:%2257937f8dd57336816ef7002bf3e8840a%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc3d898f3541b520d66a_OKEX_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc3d898f3541b520d66a_OKEX_Link.png	(from https://www.avax.network/individuals)
11:36:45	4251/4251	---M--	200	added ('OK')	image/png	etag:%222f98bd903af05d42fd6628f4dd4b558c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc4685329d96153230eb_Huobi.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc4685329d96153230eb_Huobi.png	(from https://www.avax.network/individuals)
11:36:45	3125/3125	---M--	200	added ('OK')	image/png	etag:%22528a2909a97449c8f4dc5654fa454413%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc555db627de2b1d7dfb_Paribu.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc555db627de2b1d7dfb_Paribu.png	(from https://www.avax.network/individuals)
11:36:45	2982/2982	---M--	200	added ('OK')	image/png	etag:%224f484bc9e3103b0cc71d533ecaac00d1%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc5e1b45fe66d4edb77a_Gate.io_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc5e1b45fe66d4edb77a_Gate.io_Link.png	(from https://www.avax.network/individuals)
11:36:45	3028/3028	---M--	200	added ('OK')	image/png	etag:%2285ca5349eb86835463104c3c1bb7d12a%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091ae9c851d872aa94eea29_Bitfinex_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6091ae9c851d872aa94eea29_Bitfinex_Link.png	(from https://www.avax.network/individuals)
11:36:45	2473/2473	---M--	200	added ('OK')	image/png	etag:%224a7593d166aef23b0e50ceec77ba70de%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091c0eb5f2ef6a871cc4aed_Crypto.com_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6091c0eb5f2ef6a871cc4aed_Crypto.com_Link.png	(from https://www.avax.network/individuals)
11:36:46	3429/3429	---M--	200	added ('OK')	image/png	etag:%220f7545637f10b24e035dde3d357d9e14%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/60c2704b4f1cda5154aa11f4_7F10B24E035DDE3D.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/60c2704b4f1cda5154aa11f4_7F10B24E035DDE3D.png	(from https://www.avax.network/individuals)
11:36:46	4278/4278	---M--	200	added ('OK')	image/png	etag:%228f7c68d9b3e72bb19d6951f115b89c91%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6203e8b80c4ffd44b6b60f6f_upbit%20copy.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6203e8b80c4ffd44b6b60f6f_upbit%20copy.png	(from https://www.avax.network/individuals)
11:36:46	3330/3330	---M--	200	added ('OK')	image/png	etag:%22ea68cf6839cbb15bb2d3ff2a9f27f8be%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bcb05244ad2f555bbd9f_Ledger_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bcb05244ad2f555bbd9f_Ledger_Link.png	(from https://www.avax.network/individuals)
11:36:46	4058/4058	---M--	200	added ('OK')	image/png	etag:%22047f1a67d4b4d8cbee89e28dbfc747c6%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bca769eec83fa901c7ff_AvalancheWallet_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bca769eec83fa901c7ff_AvalancheWallet_Link.png	(from https://www.avax.network/individuals)
11:36:47	2020/2020	---M--	200	added ('OK')	image/png	etag:%228834a9e7192e596ab4f8786bbf5b0c78%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091b38f920893e8ca8e3512_Frontier_Link.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/6091b38f920893e8ca8e3512_Frontier_Link.png	(from https://www.avax.network/individuals)
11:36:47	80657/80657	---M--	200	added ('OK')	image/png	etag:%223a45bf2c0b4ed3c2c1699d0a2b28b8e3%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/607470baa500f9f2cc5a14ff_Explorer.png	C:/My%20Web%20Sites/Avalanche/assets.website-files.com/6059b554e81c705f9dd2dd32/607470baa500f9f2cc5a14ff_Explorer.png	(from https://www.avax.network/individuals)
11:37:09	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:46%20GMT	https://www.avax.network/press	C:/My%20Web%20Sites/Avalanche/www.avax.network/press.html	(from https://www.avax.network/)
11:37:09	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:47%20GMT	https://www.avax.network/roadmap	C:/My%20Web%20Sites/Avalanche/www.avax.network/roadmap	(from https://www.avax.network/)
11:37:09	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:47%20GMT	https://www.avax.network/ecosystem	C:/My%20Web%20Sites/Avalanche/www.avax.network/ecosystem	(from https://www.avax.network/)
11:37:09	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:36:47%20GMT	https://www.avax.network/privacy-policy	C:/My%20Web%20Sites/Avalanche/www.avax.network/privacy-policy	(from https://www.avax.network/)
11:37:10	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Wed,%2006%20Jul%202022%2010:37:09%20GMT	https://www.avax.network/c	C:/My%20Web%20Sites/Avalanche/www.avax.network/c.3f.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
11:37:10	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:37:09%20GMT	https://www.avax.network/b	C:/My%20Web%20Sites/Avalanche/www.avax.network/b	(from https://connect.facebook.net/en_US/fbevents.js)
11:37:11	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:37:10%20GMT	https://www.avax.network/POST	C:/My%20Web%20Sites/Avalanche/www.avax.network/POST	(from https://connect.facebook.net/en_US/fbevents.js)
11:37:12	43/43	---M-Z	200	added ('OK')	image/gif	date:Wed,%2006%20Jul%202022%2010:37:11%20GMT	https://px.ads.linkedin.com/insight_tag_errors.gif?	C:/My%20Web%20Sites/Avalanche/px.ads.linkedin.com/insight_tag_errorsd41d.gif	(from https://snap.licdn.com/li.lms-analytics/insight.min.js)
11:37:34	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:37:11%20GMT	https://www.avax.network/build	C:/My%20Web%20Sites/Avalanche/www.avax.network/build	(from https://www.avax.network/)
11:37:35	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:37:12%20GMT	https://www.avax.network/press	C:/My%20Web%20Sites/Avalanche/www.avax.network/press.html	(from https://www.avax.network/)
11:37:35	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2006%20Jul%202022%2010:37:12%20GMT	https://www.avax.network/ecosystem	C:/My%20Web%20Sites/Avalanche/www.avax.network/ecosystem	(from https://www.avax.network/)
